SN,Screen,Identity,Order,Change,Matching,Label,Response,Correct,RT
25,probe,Self,First,Same,Nonmatch,Stranger,Same,1,502.80000000004657
25,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,472.80000000004657
25,probe,NA,,Different,,NA,Different,1,511.9000000000233
25,probe,Stranger,Second,Same,Nonmatch,Self,Different,0,460.0999999881024
25,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,724.4999999881256
25,probe,NA,,Different,,NA,Different,1,497.6999999880791
25,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,537.0999999999767
25,label,Self,Second,Same,Nonmatch,Stranger,Match,0,1214.7000000119442
25,probe,Self,Second,Same,Match,Self,Same,1,647.0000000238651
25,label,Self,Second,Same,Match,Self,Match,1,328.69999998807907
25,probe,NA,,Different,,NA,Different,1,610.5000000238651
25,probe,Self,Second,Same,Nonmatch,Stranger,Different,0,725.0000000001164
25,label,Self,Second,Same,Nonmatch,Stranger,Match,0,1282.2000000119442
25,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,801.9000000000233
25,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,1235.5000000238651
25,probe,NA,,Different,,NA,Different,1,497.7000000238186
25,probe,Stranger,First,Same,Match,Stranger,Same,1,373.7000000119442
25,label,Stranger,First,Same,Match,Stranger,Match,1,374.3000000119209
25,probe,NA,,Different,,NA,Different,1,461.8999999761581
25,probe,Stranger,Second,Same,Match,Stranger,Same,1,868.8999999761581
25,label,Stranger,Second,Same,Match,Stranger,Match,1,338.9999999762513
25,probe,NA,,Different,,NA,Different,1,538.8999999761581
25,probe,NA,,Different,,NA,Same,0,1090.7999999881722
25,probe,NA,,Different,,NA,Different,1,1755.2999999881722
25,probe,Self,First,Same,Match,Self,Same,1,392.7000000118278
25,label,Self,First,Same,Match,Self,Match,1,305.5
25,probe,Stranger,First,Same,Nonmatch,Self,Same,1,562.4999999997672
25,label,Stranger,First,Same,Nonmatch,Self,Match,0,486.6999999880791
25,probe,Self,Second,Same,Match,Self,Different,0,718.8000000119209
25,label,Self,Second,Same,Match,Self,Match,1,1002.3000000119208
25,probe,NA,,Different,,NA,Different,1,750
25,probe,Stranger,First,Same,Nonmatch,Self,Same,1,403
25,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,564.3000000119209
25,probe,Stranger,First,Same,Match,Stranger,Same,1,435.5
25,label,Stranger,First,Same,Match,Stranger,Match,1,611.1999999880791
25,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,652.5000000118744
25,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,761.6000000000931
25,probe,NA,,Different,,NA,Same,0,631.1999999880791
25,probe,Self,Second,Same,Match,Self,Same,1,383.4999999762513
25,label,Self,Second,Same,Match,Self,Match,1,359.9999999762513
25,probe,Stranger,First,Same,Match,Stranger,Same,1,512.5
25,label,Stranger,First,Same,Match,Stranger,Match,1,374.4999999762513
25,probe,Self,Second,Same,Nonmatch,Stranger,Different,0,740.7999999881722
25,label,Self,Second,Same,Nonmatch,Stranger,Match,0,644.200000023935
25,probe,NA,,Different,,NA,Same,0,653.3000000237953
25,probe,NA,,Different,,NA,Different,1,1194.4999999762513
25,probe,NA,,Different,,NA,Different,1,756.200000023935
25,probe,Stranger,Second,Same,Nonmatch,Self,Different,0,961.0000000237488
25,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,1318.099999987986
25,probe,Stranger,First,Same,Nonmatch,Self,Same,1,430.80000000004657
25,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,477.0999999761116
25,probe,Self,Second,Same,Match,Self,Same,1,856.7000000118278
25,label,Self,Second,Same,Match,Self,Match,1,574.6000000119675
25,probe,Stranger,First,Same,Match,Stranger,Same,1,594.9000000238884
25,label,Stranger,First,Same,Match,Stranger,Match,1,1837.40000000014
25,probe,NA,,Different,,NA,Different,1,515.8999999761581
25,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,617.700000023935
25,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,442.7000000118278
25,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,530.4000000120141
25,label,Self,Second,Same,Nonmatch,Stranger,Match,0,525.8999999761581
25,probe,NA,,Different,,NA,Different,1,741.6000000000931
25,probe,Stranger,Second,Same,Match,Stranger,Same,1,482.8000000119209
25,label,Stranger,Second,Same,Match,Stranger,Nonmatch,0,473.60000000009313
25,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,664.200000023935
25,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,695.6999999880791
25,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,936.9999999762512
25,label,Self,Second,Same,Nonmatch,Stranger,Match,0,664.7999999881722
25,probe,Stranger,Second,Same,Match,Stranger,Different,0,581.4000000238884
25,label,Stranger,Second,Same,Match,Stranger,Nonmatch,0,1867.100000000093
25,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,509.4999999762513
25,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,592.4000000120141
25,probe,NA,,Different,,NA,Different,1,581.4000000238884
25,probe,NA,,Different,,NA,Same,0,1875
25,probe,NA,,Different,,NA,Different,1,488.5000000237487
25,probe,NA,,Different,,NA,Different,1,498.2000000118278
25,probe,Stranger,First,Same,Nonmatch,Self,Same,1,476.6999999762047
25,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,486.7000000118278
25,probe,NA,,Different,,NA,Different,1,723.6000000119675
25,probe,NA,,Different,,NA,Different,1,661.0000000237487
25,probe,NA,,Different,,NA,Different,1,706.799999976065
25,probe,Stranger,Second,Same,Nonmatch,Self,Different,0,794.8999999999069
25,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,1511.800000011921
25,probe,NA,,Different,,NA,Different,1,636.7999999881722
25,probe,Self,Second,Same,Nonmatch,Stranger,Different,0,1157.900000012014
25,label,Self,Second,Same,Nonmatch,Stranger,Match,0,1668.3000000237953
25,probe,NA,,Different,,NA,Different,1,506.1999999880791
25,probe,Self,First,Same,Nonmatch,Stranger,Different,0,785.5000000237487
25,label,Self,First,Same,Nonmatch,Stranger,Match,0,2096.399999976158
25,probe,NA,,Different,,NA,Different,1,608.0000000118744
25,probe,Self,First,Same,Nonmatch,Stranger,Same,1,379.9999999762513
25,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,531.0000000118744
25,probe,NA,,Different,,NA,Different,1,498.5000000118744
25,probe,NA,,Different,,NA,Different,1,822.5000000118744
25,probe,NA,,Different,,NA,Different,1,532.899999999674
25,probe,Self,First,Same,Nonmatch,Stranger,Same,1,826.5999999879859
25,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,589.6999999999534
26,probe,Self,First,Same,Match,Self,Same,1,935.9000000357628
26,label,Self,First,Same,Match,Self,Match,1,1555.7000000238422
26,probe,NA,,Different,,NA,Different,1,847.5999999999985
26,probe,NA,,Different,,NA,Different,1,737.000000047683
26,probe,NA,,Different,,NA,Different,1,659.5000000476866
26,probe,Self,First,Same,Match,Self,Same,1,953.6000000476852
26,label,Self,First,Same,Match,Self,Match,1,1268.8000000357642
26,probe,Self,Second,Same,Match,Self,Same,1,767.9000000000015
26,label,Self,Second,Same,Match,Self,Match,1,525.0000000000073
26,probe,Self,First,Same,Match,Self,Same,1,844.4000000119195
26,label,Self,First,Same,Match,Self,Match,1,406.6000000476852
26,probe,Stranger,First,Same,Match,Stranger,Same,1,911.4000000357628
26,label,Stranger,First,Same,Match,Stranger,Match,1,613.3000000357642
26,probe,Self,Second,Same,Match,Self,Same,1,840.3000000476895
26,label,Self,Second,Same,Match,Self,Match,1,562.4000000000087
26,probe,Stranger,Second,Same,Match,Stranger,Same,1,906.3000000119208
26,label,Stranger,Second,Same,Match,Stranger,Match,1,768.9000000357628
26,probe,NA,,Different,,NA,Different,1,726.9000000357628
26,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,705.9000000357628
26,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,510.60000002384186
26,probe,NA,,Different,,NA,Different,1,1402.1000000000058
26,probe,NA,,Different,,NA,Different,1,945
26,probe,NA,,Different,,NA,Different,1,872.9000000357628
26,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,1288.5000000357686
26,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,1918.9000000119267
26,probe,NA,,Different,,NA,Different,1,1868.1000000000056
26,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,1264.2999999999884
26,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,707.9000000238302
26,probe,NA,,Different,,NA,Different,1,1192.6000000119093
26,probe,NA,,Different,,NA,Different,1,830.4000000238302
26,probe,Stranger,First,Same,Match,Stranger,Same,1,1329.000000000029
26,label,Stranger,First,Same,Match,Stranger,Match,1,847.4000000238302
26,probe,Stranger,First,Same,Match,Stranger,Same,1,1061.200000011915
26,label,Stranger,First,Same,Match,Stranger,Nonmatch,0,747.800000035757
26,probe,Stranger,First,Same,Nonmatch,Self,Different,0,1645.300000035757
26,label,Stranger,First,Same,Nonmatch,Self,Match,0,3166.1000000357744
26,probe,Self,First,Same,Match,Self,Same,1,1870.7999999999884
26,label,Self,First,Same,Match,Self,Nonmatch,0,1324.9000000119267
26,probe,NA,,Different,,NA,Different,1,875.2000000000116
26,probe,NA,,Different,,NA,Different,1,926.8000000238536
26,probe,Self,Second,Same,Match,Self,Same,1,1440.6000000119093
26,label,Self,Second,Same,Match,Self,Match,1,617.7000000476837
26,probe,Self,First,Same,Nonmatch,Stranger,Same,1,1158.500000047672
26,label,Self,First,Same,Nonmatch,Stranger,Match,0,1634.000000047672
26,probe,Self,First,Same,Match,Self,Same,1,1110.300000011921
26,label,Self,First,Same,Match,Self,Match,1,553.6000000238419
26,probe,Stranger,First,Same,Match,Stranger,Same,1,921.1999999999824
26,label,Stranger,First,Same,Match,Stranger,Match,1,1052
26,probe,NA,,Different,,NA,Different,1,649.8999999999651
26,probe,NA,,Different,,NA,Different,1,958.8000000119208
26,probe,NA,,Different,,NA,Different,1,794.300000035757
26,probe,Stranger,Second,Same,Match,Stranger,Same,1,1045.8000000000466
26,label,Stranger,Second,Same,Match,Stranger,Match,1,690.600000047707
26,probe,NA,,Different,,NA,Different,1,885.5
26,probe,NA,,Different,,NA,Different,1,689.6000000238419
26,probe,NA,,Different,,NA,Different,1,802.5
26,probe,Self,First,Same,Nonmatch,Stranger,Same,1,1580.0000000357395
26,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,1152.300000035786
26,probe,NA,,Different,,NA,Different,1,852.0000000238651
26,probe,NA,,Different,,NA,Different,1,675.8000000357861
26,probe,NA,,Different,,NA,Different,1,855.7000000119442
26,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,1169.9000000000233
26,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,457.5000000000582
26,probe,Self,Second,Same,Match,Self,Same,1,1062.100000047707
26,label,Self,Second,Same,Match,Self,Match,1,743
26,probe,NA,,Different,,NA,Different,1,747.0999999999767
26,probe,NA,,Different,,NA,Different,1,694.5000000238651
26,probe,NA,,Different,,NA,Different,1,548.8000000119209
26,probe,NA,,Different,,NA,Different,1,797.4000000357628
26,probe,NA,,Different,,NA,Different,1,727.8000000119209
26,probe,NA,,Different,,NA,Different,1,598.5
26,probe,NA,,Different,,NA,Different,1,608.0999999999767
26,probe,Stranger,First,Same,Match,Stranger,Same,1,1293.0000000119326
26,label,Stranger,First,Same,Match,Stranger,Match,1,957.9000000238302
26,probe,NA,,Different,,NA,Different,1,699.7000000000116
26,probe,NA,,Different,,NA,Different,1,673.0000000357395
26,probe,Stranger,Second,Same,Match,Stranger,Same,1,1688.8000000238535
26,label,Stranger,Second,Same,Match,Stranger,Match,1,1074.2000000238186
26,probe,Self,First,Same,Match,Self,Same,1,1099.0000000357395
26,label,Self,First,Same,Match,Self,Match,1,527.3000000476604
26,probe,NA,,Different,,NA,Different,1,697.8000000476604
26,probe,Stranger,First,Same,Nonmatch,Self,Same,1,1036.2000000000116
26,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,805.4000000118976
26,probe,Self,First,Same,Nonmatch,Stranger,Same,1,1330.5999999999767
26,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,661.5
26,probe,Self,First,Same,Nonmatch,Stranger,Same,1,1351.9000000357628
26,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,726.7000000476837
26,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,1318.600000023842
26,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,719.3000000476604
26,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,848.100000047707
26,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,564.7000000000116
26,probe,NA,,Different,,NA,Different,1,661.7000000476837
26,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,913.800000035786
26,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,569
26,probe,NA,,Different,,NA,Different,1,598.4000000000233
26,probe,Self,First,Same,Match,Self,Same,1,1372.9000000238302
26,label,Self,First,Same,Match,Self,Match,1,1121.1000000357744
26,probe,NA,,Different,,NA,Different,1,686.6000000238419
26,probe,Self,Second,Same,Match,Self,Same,1,887.5
26,label,Self,Second,Same,Match,Self,Match,1,481.60000002384186
26,probe,NA,,Different,,NA,Different,1,721
26,probe,Self,First,Same,Nonmatch,Stranger,Same,1,943.8000000119208
26,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,866.4000000357628
26,probe,Self,Second,Same,Match,Self,Same,1,849.0000000476721
26,label,Self,Second,Same,Match,Self,Match,1,386.4000000118977
26,probe,Self,Second,Same,Match,Self,Same,1,710.8000000476604
26,label,Self,Second,Same,Match,Self,Match,1,432.0999999999767
26,probe,NA,,Different,,NA,Different,1,674.5000000357395
26,probe,NA,,Different,,NA,Different,1,652.5000000357395
26,probe,NA,,Different,,NA,Same,0,712.0000000357395
26,probe,Stranger,First,Same,Nonmatch,Self,Same,1,1103.5000000118744
26,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,624.9000000476371
26,probe,NA,,Different,,NA,Different,1,582.4000000118976
26,probe,Self,First,Same,Match,Self,Same,1,1065.4000000476371
26,label,Self,First,Same,Match,Self,Match,1,643.3000000237953
26,probe,NA,,Different,,NA,Different,1,844.6999999999534
26,probe,Stranger,Second,Same,Match,Stranger,Same,1,781.0000000477303
26,label,Stranger,Second,Same,Match,Stranger,Match,1,652.5000000118744
26,probe,Self,First,Same,Nonmatch,Stranger,Different,0,1183.1999999999534
26,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,3070.8000000000466
26,probe,NA,,Different,,NA,Different,1,839.9000000118976
26,probe,NA,,Different,,NA,Different,1,2489.100000035716
26,probe,NA,,Different,,NA,Different,1,1027.5000000118744
26,probe,Self,First,Same,Nonmatch,Stranger,Same,1,954.7000000119442
26,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,604.1000000000931
26,probe,Stranger,First,Same,Match,Stranger,Same,1,1148.9000000476371
26,label,Stranger,First,Same,Match,Stranger,Match,1,1537.0000000357395
26,probe,NA,,Different,,NA,Different,1,705.2000000358094
26,probe,NA,,Different,,NA,Different,1,802.3000000357861
26,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,894.2000000119442
26,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,703.5000000357395
26,probe,NA,,Different,,NA,Different,1,918.3000000237952
26,probe,NA,,Different,,NA,Different,1,898.2000000119442
26,probe,NA,,Different,,NA,Different,1,787.0999999999767
26,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,1136.800000011921
26,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,1050
26,probe,Self,First,Same,Nonmatch,Stranger,Same,1,1064.5999999999767
26,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,611.5
26,probe,Stranger,First,Same,Match,Stranger,Same,1,857.5999999999767
26,label,Stranger,First,Same,Match,Stranger,Match,1,940.600000047707
26,probe,NA,,Different,,NA,Different,1,889.4000000357628
26,probe,Stranger,First,Same,Match,Stranger,Same,1,1274.2000000238186
26,label,Stranger,First,Same,Match,Stranger,Match,1,877.8000000119209
26,probe,Stranger,First,Same,Nonmatch,Self,Same,1,1202.0000000238651
26,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,562.4000000000233
26,probe,NA,,Different,,NA,Different,1,741.3000000357861
26,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,1545.7000000119442
26,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,902.7000000358094
26,probe,NA,,Different,,NA,Different,1,648.7000000358094
26,probe,Stranger,Second,Same,Match,Stranger,Same,1,983.0000000477304
26,label,Stranger,Second,Same,Match,Stranger,Match,1,860.7000000358094
26,probe,Stranger,First,Same,Nonmatch,Self,Different,0,1173.7000000358094
26,label,Stranger,First,Same,Nonmatch,Self,Match,0,1463.5000000477305
26,probe,Stranger,Second,Same,Match,Stranger,Same,1,1340.4000000238884
26,label,Stranger,Second,Same,Match,Stranger,Match,1,875.9000000000233
26,probe,Stranger,First,Same,Nonmatch,Self,Same,1,860.600000047707
26,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,623.0000000238651
26,probe,NA,,Different,,NA,Different,1,1493.4000000476371
26,probe,NA,,Different,,NA,Different,1,795.1000000357162
26,probe,NA,,Different,,NA,Different,1,664.9000000476371
26,probe,NA,,Different,,NA,Same,0,576.7000000358094
26,probe,NA,,Different,,NA,Different,1,771.5000000477303
26,probe,NA,,Different,,NA,Different,1,651.8000000000466
26,probe,Stranger,First,Same,Nonmatch,Self,Same,1,1279.1999999999534
26,label,Stranger,First,Same,Nonmatch,Self,Match,0,1208.2000000358094
26,probe,Self,First,Same,Nonmatch,Stranger,Same,1,1423.4000000238884
26,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,740.9000000118976
26,probe,NA,,Different,,NA,Different,1,699.5
26,probe,NA,,Different,,NA,Different,1,689.0999999999767
26,probe,Stranger,First,Same,Nonmatch,Self,Same,1,1620.600000023842
26,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,959.600000047707
26,probe,Stranger,First,Same,Match,Stranger,Different,0,1535.5000000238651
26,label,Stranger,First,Same,Match,Stranger,Nonmatch,0,1761.5
26,probe,NA,,Different,,NA,Different,1,761.1000000119675
26,probe,NA,,Different,,NA,Different,1,873.2000000358094
26,probe,Stranger,First,Same,Match,Stranger,Same,1,1022.8000000000466
26,label,Stranger,First,Same,Match,Stranger,Match,1,605.1000000357162
26,probe,Self,First,Same,Match,Self,Same,1,1542.7000000358094
26,label,Self,First,Same,Match,Self,Match,1,760.5999999999767
26,probe,NA,,Different,,NA,Different,1,588.9000000476371
26,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,1000.8000000476604
26,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,532.0000000357395
26,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,681.1999999999534
26,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,671.6000000119675
26,probe,NA,,Different,,NA,Different,1,561.4000000118976
26,probe,NA,,Different,,NA,Different,1,632
26,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,1122.0000000118744
26,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,576.8000000237953
26,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,1302.3000000000466
26,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,566.1000000119675
26,probe,NA,,Different,,NA,Different,1,832.4000000476371
26,probe,NA,,Different,,NA,Different,1,851.5000000118744
26,probe,NA,,Different,,NA,Different,1,545.7999999999302
26,probe,Stranger,First,Same,Nonmatch,Self,Same,1,973.1000000357162
26,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,855.1999999999534
26,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,864.4000000118976
26,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,726.4000000238884
26,probe,Self,Second,Same,Match,Self,Same,1,987.6000000357162
26,label,Self,Second,Same,Match,Self,Match,1,626.9000000238884
26,probe,Stranger,First,Same,Match,Stranger,Same,1,1157.2000000358094
26,label,Stranger,First,Same,Match,Stranger,Match,1,765.6000000357162
26,probe,NA,,Different,,NA,Different,1,765.2000000358094
26,probe,Stranger,Second,Same,Match,Stranger,Same,1,1011.0000000477304
26,label,Stranger,Second,Same,Match,Stranger,Match,1,455.1000000119675
26,probe,NA,,Different,,NA,Different,1,635.3000000000466
26,probe,NA,,Different,,NA,Different,1,937.5999999999768
26,probe,Stranger,Second,Same,Match,Stranger,Same,1,818.5000000477303
26,label,Stranger,Second,Same,Match,Stranger,Match,1,766.3999999999069
26,probe,NA,,Different,,NA,Different,1,673.2000000358094
26,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,1538.5000000238651
26,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,631.4000000238884
26,probe,NA,,Different,,NA,Different,1,1131.6000000000931
26,probe,Stranger,Second,Same,Match,Stranger,Same,1,969.2000000118278
26,label,Stranger,Second,Same,Match,Stranger,Match,1,428.30000003566965
26,probe,NA,,Different,,NA,Different,1,742.5
26,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,1133.1999999997206
26,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,618.7000000118278
26,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,864.8999999999069
26,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,437.4999999997672
26,probe,Self,Second,Same,Match,Self,Same,1,838.5
26,label,Self,Second,Same,Match,Self,Match,1,535.7000000476837
26,probe,NA,,Different,,NA,Different,1,704.5
26,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,945.3000000119208
26,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,589.9000000357628
26,probe,NA,,Different,,NA,Different,1,681.4000000357628
26,probe,NA,,Different,,NA,Different,1,597.6000000357162
26,probe,Stranger,First,Same,Nonmatch,Self,Same,1,844.5
26,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,597.8000000477768
26,probe,NA,,Different,,NA,Different,1,850.0000000358559
26,probe,Stranger,First,Same,Nonmatch,Self,Same,1,972.9000000357628
26,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,586.0000000358559
26,probe,NA,,Different,,NA,Different,1,635.6999999999534
26,probe,NA,,Different,,NA,Different,1,563.8000000477768
26,probe,Stranger,Second,Same,Match,Stranger,Same,1,1186.1999999999534
26,label,Stranger,Second,Same,Match,Stranger,Match,1,1068.6000000119675
26,probe,NA,,Different,,NA,Different,1,628.6999999999534
26,probe,NA,,Different,,NA,Different,1,813.700000023935
26,probe,Stranger,Second,Same,Match,Stranger,Same,1,1137.3000000002794
26,label,Stranger,Second,Same,Match,Stranger,Match,1,1282.3000000237953
26,probe,NA,,Different,,NA,Different,1,751.9000000120141
26,probe,NA,,Different,,NA,Different,1,839.3000000119209
26,probe,Self,First,Same,Match,Self,Same,1,853.1000000000931
26,label,Self,First,Same,Match,Self,Match,1,477.10000000009313
26,probe,Stranger,First,Same,Nonmatch,Self,Same,1,852.700000023935
26,label,Stranger,First,Same,Nonmatch,Self,Nonmatch,1,574.6000000000931
26,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,1770.6000000000931
26,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,1160.100000023842
26,probe,NA,,Different,,NA,Different,1,653.1000000238419
26,probe,NA,,Different,,NA,Different,1,636.7000000476837
26,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,914.1999999999534
26,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,615.1000000119675
26,probe,Self,First,Same,Match,Self,Same,1,1016.6999999999534
26,label,Self,First,Same,Match,Self,Match,1,537.5999999998603
26,probe,Self,First,Same,Nonmatch,Stranger,Same,1,820.7000000476837
26,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,1085.100000023842
26,probe,NA,,Different,,NA,Different,1,897.5000000358559
26,probe,Self,First,Same,Nonmatch,Stranger,Same,1,814.700000023935
26,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,660.5
26,probe,Self,First,Same,Nonmatch,Stranger,Same,1,771.3000000002794
26,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,1402.1000000000931
26,probe,NA,,Different,,NA,Different,1,899.4000000120141
26,probe,NA,,Different,,NA,Different,1,670.700000023935
26,probe,NA,,Different,,NA,Different,1,964.8000000477768
26,probe,Self,Second,Same,Match,Self,Same,1,781.4000000120141
26,label,Self,Second,Same,Match,Self,Nonmatch,0,1154.0000000002328
26,probe,Self,Second,Same,Match,Self,Same,1,875.0000000118744
26,label,Self,Second,Same,Match,Self,Match,1,488.5000000118744
26,probe,NA,,Different,,NA,Different,1,555.4000000476371
26,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,1414.000000035856
26,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,710.0000000118744
26,probe,NA,,Different,,NA,Different,1,724.2000000476837
26,probe,Stranger,First,Same,Match,Stranger,Same,1,1068.6000000357162
26,label,Stranger,First,Same,Match,Stranger,Match,1,966.1000000475906
26,probe,NA,,Different,,NA,Different,1,836.7000000358094
26,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,870.6999999997206
26,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,686.5000000477303
26,probe,Self,Second,Same,Match,Self,Same,1,1015.0000000237488
26,label,Self,Second,Same,Match,Self,Match,1,495.5000000477303
26,probe,NA,,Different,,NA,Different,1,737.1000000000931
26,probe,NA,,Different,,NA,Different,1,663.2000000476837
26,probe,Self,First,Same,Match,Self,Same,1,915.5000000237488
26,label,Self,First,Same,Match,Self,Match,1,457.39999999990687
26,probe,NA,,Different,,NA,Different,1,786.0000000237487
26,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,924.3999999999068
26,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,543.5
26,probe,Stranger,Second,Same,Match,Stranger,Same,1,914.0000000237488
26,label,Stranger,Second,Same,Match,Stranger,Match,1,598.9000000476371
26,probe,NA,,Different,,NA,Different,1,577.1000000475906
28,probe,NA,,Different,,NA,Different,1,1190.5
28,probe,Stranger,First,Same,Nonmatch,Self,Same,1,967
28,label,Stranger,First,Same,Nonmatch,Self,Match,0,1236.2999999523165
28,probe,Self,Second,Same,Nonmatch,Stranger,Same,1,1276.799999928473
28,label,Self,Second,Same,Nonmatch,Stranger,Nonmatch,1,2756.2999999523163
28,probe,Self,First,Same,Nonmatch,Stranger,Same,1,1094.4000000000017
28,label,Self,First,Same,Nonmatch,Stranger,Match,0,1684.6999999523175
28,probe,NA,,Different,,NA,Different,1,1031.2000000238404
28,probe,NA,,Different,,NA,Different,1,994.0999999761552
28,probe,NA,,Different,,NA,Different,1,791.7000000000044
28,probe,Self,First,Same,Match,Self,Same,1,2136.299999928473
28,label,Self,First,Same,Match,Self,Match,1,1911.800000000003
28,probe,Stranger,First,Same,Match,Stranger,Same,1,1132.7999999284802
28,label,Stranger,First,Same,Match,Stranger,Nonmatch,0,1155.6999999523105
28,probe,Self,First,Same,Nonmatch,Stranger,Same,1,1122.899999976158
28,label,Self,First,Same,Nonmatch,Stranger,Nonmatch,1,1288.5
28,probe,NA,,Different,,NA,Different,1,967.600000023842
28,probe,NA,,Different,,NA,Different,1,1487.5
28,probe,NA,,Different,,NA,Different,1,873.9999999284773
28,probe,Stranger,Second,Same,Nonmatch,Self,Same,1,1110.5999999761552
28,label,Stranger,Second,Same,Nonmatch,Self,Nonmatch,1,1075.0999999523192
28,probe,NA,,Different,,NA,Different,1,1135.500000023836
